paragraph|author
Malgré le calorifère qui chauffait toute la maison, un feu de houille égayait cette salle.  Du reste, il n'y avait aucun luxe: la grande table, les chaises, un buffet d'acajou; et, seuls, deux fauteuils profonds trahissaient l'amour du bien-être, les longues digestions heureuses.  On n'allait jamais au salon, on demeurait là, en famille.|Zola
Quand la Maheude rentra, elle fit un détour pour aller acheter des pommes de terre, chez la femme d'un surveillant, qui en avait encore de sa récolte.  Derrière un rideau de peupliers malingres, les seuls arbres de ces terrains plats, se trouvait un groupe de constructions isolées, des maisons quatre par quatre, entourées de leurs jardins. Comme la Compagnie réservait aux porions ce nouvel essai, les ouvriers avaient surnommé ce coin du hameau le coron des Bas-de-Soie; de même qu'ils appelaient leur propre coron Paie-tes-Dettes, par une ironie bonne enfant de leur misère.|Zola
--Quoi donc, philosophe? qu'est-ce qui t'inquiète?...  Ah! c'est parce qu'il pleut.  Viens donc, ça ne te regarde pas.|Zola
--Sacré bon sort! murmura la Maheude, après lui avoir touché les joues, la voilà qui brûle à présent...  Je n'attends plus ce cochon, les brigands lui auront défendu de venir.|Zola
Il fallait débarrasser les cages, et du reste dix minutes manquaient encore pour l'heure de la remonte.  Peu à peu, les chantiers se vidaient, des mineurs revenaient de toutes les galeries.  Il y avait déjà là une cinquantaine d'hommes, mouillés et grelottants, sous les fluxions de poitrine qui soufflaient de partout.  Pierron, malgré son visage doucereux, gifla sa fille Lydie, parce qu'elle avait quitté la taille avant l'heure.  Zacharie pinçait sournoisement la Mouquette, histoire de se réchauffer.  Mais le mécontentement grandissait, Chaval et Levaque racontaient la menace de l'ingénieur, la berline baissée de prix, le boisage payé à part; et des exclamations accueillaient ce projet, une rébellion germait dans ce coin étroit, à près de six cents mètres sous la terre.  Bientôt, les voix ne se continrent plus, ces hommes souillés de charbon, glacés par l'attente, accusèrent la Compagnie de tuer au fond une moitié de ses ouvriers, et de faire crever l'autre moitié de faim.  Étienne écoutait, frémissant.|Zola
Et elle se livra dans une maladresse et un évanouissement de vierge, comme si c'était la première fois, et qu'elle n'eût jamais connu d'homme.  Puis, quand il la quitta, ce fut elle qui déborda de reconnaissance: elle lui disait merci, elle lui baisait les mains.|Zola
Elle eut un nouveau rire de bonne fille.  Il était si petit, les membres grêles, avec des articulations énormes, grossies par des scrofules, qu'elle le prit, à pleins bras.  Mais il gigotait, son masque de singe blafard et crépu, troué de ses yeux verts, élargi par ses grandes oreilles, pâlissait de la rage d'être faible.  Il ne dit rien, il la mordit au sein droit.|Zola
Lorsque Étienne reparut, il avait, dans un torchon, une douzaine de pommes de terre, cuites et refroidies.|Zola
Étienne, qui apprenait de Catherine à manoeuvrer sa pelle, dut monter des bois dans la taille.  Il y en avait de la veille une petite provision.  Chaque matin, d'habitude, on les descendait tout coupés sur la mesure de la couche.|Zola
Et, devant le mauvais vouloir des mineurs qui discutaient, en disant qu'ils étaient bons juges de leur sécurité, il s'emporta.|Zola
Dans un flux de paroles, elle leur racontait l'histoire, leur répétait qu'il fallait bien s'entraider, qu'elle gardait chez elle Lénore et Henri, pour permettre à la mère d'aller attendre, là-bas.  Ses regards étaient tombés sur les paquets, elle en arrivait à parler de sa pauvre fille devenue veuve, à étaler sa propre misère, avec des yeux luisants de convoitise.  Puis, d'un air hésitant, elle murmura:|Zola
A cinq heures, Dansaert réveilla M. Hennebeau pour l'avertir que pas un homme n'était descendu au Voreux.  Le coron des Deux-Cent-Quarante, qu'il avait traversé, dormait profondément, fenêtres et portes closes. Et, dès que le directeur eut sauté du lit, les yeux gros encore de sommeil, il fut accablé: de quart d'heure en quart d'heure, des messagers accouraient, des dépêches tombaient sur son bureau, dru comme grêle.  D'abord, il espéra que la révolte se limitait au Voreux; mais les nouvelles devenaient plus graves à chaque minute: c'était Mirou, c'était Crèvecoeur, c'était Madeleine, où il n'avait paru que les palefreniers; c'étaient la Victoire et Feutry-Cantel, les deux fosses les mieux disciplinées, dans lesquelles la descente se trouvait réduite d'un tiers; Saint-Thomas seul avait son monde au complet et semblait demeurer en dehors du mouvement.  Jusqu'à neuf heures, il dicta des dépêches, télégraphiant de tous côtés, au préfet de Lille, aux régisseurs de la Compagnie, prévenant les autorités, demandant des ordres.  Il avait envoyé Négrel faire le tour des fosses voisines, pour avoir des renseignements précis.|Zola
Dehors, la nuit tombait déjà, une nuit glaciale, et la tête basse, Étienne marchait, pris d'une tristesse noire.  Ce n'était plus de la colère contre l'homme, de la pitié pour la pauvre fille maltraitée. La scène brutale s'effaçait, se noyait, le rejetait à la souffrance de tous, aux abominations de la misère.  Il revoyait le coron sans pain, ces femmes, ces petits qui ne mangeraient pas le soir, tout ce peuple luttant, le ventre vide.  Et le doute dont il était effleuré parfois, s'éveillait en lui, dans la mélancolie affreuse du crépuscule, le torturait d'un malaise qu'il n'avait jamais ressenti si violent.  De quelle terrible responsabilité il se chargeait!  Allait-il les pousser encore, les faire s'entêter à la résistance, maintenant qu'il n'y avait ni argent ni crédit? et quel serait le dénouement, s'il n'arrivait aucun secours, si la faim abattait les courages? Brusquement, il venait d'avoir la vision du désastre: des enfants qui mouraient, des mères qui sanglotaient, tandis que les hommes, hâves et maigris, redescendaient dans les fosses.  Il marchait toujours, ses pieds butaient sur les pierres, l'idée que la Compagnie serait la plus forte et qu'il aurait fait le malheur des camarades, l'emplissait d'une insupportable angoisse.|Zola
Ce cri avait réveillé le vieux Bonnemort, que sa gloutonnerie assoupissait.  C'était le cri ancien de ralliement, le rendez-vous où les mineurs de jadis allaient comploter leur résistance aux soldats du roi.|Zola
Il bourra Lydie, il les planta l'un et l'autre sur la même ligne, comme des soldats au port d'armes.  Puis, passant derrière eux:|Zola
Il la tenait à la taille, il l'emmenait doucement.  Puis, lorsqu'ils furent dans l'ombre du terri, il voulut savoir si elle avait de l'argent.|Zola
Et, après un quart d'heure d'autres histoires, elle se sauva, criant que la soupe de ses hommes n'était pas faite.  Dehors, les enfants retournaient à l'école, quelques femmes se montraient sur les portes, regardaient madame Hennebeau, qui longeait une des façades, en expliquant du doigt le coron à ses invités.  Cette visite commençait à remuer le village.  L'homme de la coupe à terre s'arrêta un moment de bêcher, deux poules inquiètes s'effarouchèrent dans les jardins.|Zola
Le souvenir des gifles qu'elle lui avait allongées, à Gaston-Marie, l'excitait maintenant, au lieu de l'emplir de rancune.  Et il restait surpris, l'idée de la prendre à Réquillart devenait toute naturelle et d'une exécution facile.|Zola
--C'était notre punition, continua durement Souvarine.  Nous étions coupables de nous aimer...  Oui, cela est bon qu'elle soit morte, il naîtra des héros de son sang, et moi, je n'ai plus de lâcheté au coeur...  Ah! rien, ni parents, ni femme, ni ami! rien qui fasse trembler la main, le jour où il faudra prendre la vie des autres ou donner la sienne!|Zola
--Chut! dit M. Hennebeau contrarié, en regardant les fenêtres, d'où l'on voyait la route.  Le pays n'a pas besoin de savoir que nous recevons, ce matin.|Zola
La jeune fille s'élança, pendant qu'un flot de mineurs montaient au puits, cédant le feu à d'autres.  Jeanlin, sans attendre son père, alla lui aussi prendre sa lampe, avec Bébert, gros garçon naïf, et Lydie, chétive fillette de dix ans.  Partie devant eux, la Mouquette s'exclamait dans l'escalier noir, en les traitant de sales mioches et en menaçant de les gifler, s'ils la pinçaient.|Zola
Lui seul avait l'intelligence assez déliée pour analyser la situation. Il l'expliquait de son air tranquille.  La Compagnie, atteinte par la crise, était bien forcée de réduire ses frais, si elle ne voulait pas succomber; et, naturellement, ce seraient les ouvriers qui devraient se serrer le ventre, elle rognerait leurs salaires, en inventant un prétexte quelconque.  Depuis deux mois, la houille restait sur le carreau de ses fosses, presque toutes les usines chômaient.  Comme elle n'osait chômer aussi, effrayée devant l'inaction ruineuse du matériel, elle rêvait un moyen terme, peut-être une grève, d'où son peuple de mineurs sortirait dompté et moins payé.  Enfin, la nouvelle caisse de prévoyance l'inquiétait, devenait une menace pour l'avenir, tandis qu'une grève l'en débarrasserait, en la vidant, lorsqu'elle était peu garnie encore.|Zola
Alors, Étienne et Catherine, comme il arrivait près d'eux, l'aperçurent qui s'étranglait entre les roches.  Il avait buté, il s'était cassé les deux jambes de devant.  D'un dernier effort, il se traîna quelques mètres; mais ses flancs ne passaient plus, il restait enveloppé, garrotté par la terre.  Et sa tête saignante s'allongea, chercha encore une fente, de ses gros yeux troubles.  L'eau le recouvrait rapidement, il se mit à hennir, du râle prolongé, atroce, dont les autres chevaux étaient morts déjà, dans l'écurie.  Ce fut une agonie effroyable, cette vieille bête, fracassée, immobilisée, se débattant à cette profondeur, loin du jour.  Son cri de détresse ne cessait pas, le flot noyait sa crinière, qu'il le poussait plus rauque, de sa bouche tendue et grande ouverte.  Il y eut un dernier ronflement, le bruit sourd d'un tonneau qui s'emplit.  Puis un grand silence tomba.|Zola
Le soir, à l'Avantage, la grève fut décidée.  Rasseneur ne la combattait plus, et Souvarine l'acceptait comme un premier pas.  D'un mot, Étienne résuma la situation: si elle voulait décidément la grève, la Compagnie aurait la grève.|Zola
--Veux-tu boire, nom de Dieu!...  Trinque avec moi à la crevaison de tous les salauds qui refusent de travailler!|Zola
Et il sortit, en faisant claquer la porte.  Les guirlandes de fleurs tremblèrent au plafond, les écussons dorés sautèrent contre les murs. Puis, la grande salle retomba à sa paix lourde.|Zola
Dès ce moment, une rage l'emporta.  Les haleines de l'invisible le grisaient, l'horreur noire de ce trou battu d'une averse le jetait à une fureur de destruction.  Il s'acharna au hasard contre le cuvelage, tapant où il pouvait, à coups de vilebrequin, à coups de scie, pris du besoin de l'éventrer tout de suite sur sa tête.  Et il y mettait une férocité, comme s'il eût joué du couteau dans la peau d'un être vivant, qu'il exécrait.  Il la tuerait à la fin, cette bête mauvaise du Voreux, à la gueule toujours ouverte, qui avait englouti tant de chair humaine! On entendait la morsure de ses outils, son échine s'allongeait, il rampait, descendait, remontait, se tenant encore par miracle, dans un branle continu, un vol d'oiseau nocturne au travers des charpentes d'un clocher.|Zola
Depuis cinq grandes heures, la herscheuse et son galant se promenaient à travers la ducasse.  C'était, le long de la route de Montsou, de cette large rue aux maisons basses et peinturlurées, dévalant en lacet, un flot de peuple qui roulait sous le soleil, pareil à une traînée de fourmis, perdues dans la nudité rase de la plaine. L'éternelle boue noire avait séché, une poussière noire montait, volait ainsi qu'une nuée d'orage.  Aux deux bords, les cabarets crevaient de monde, rallongeaient leurs tables jusqu'au pavé, où stationnait un double rang de camelots, des bazars en plein vent, des fichus et des miroirs pour les filles, des couteaux et des casquettes pour les garçons; sans compter les douceurs, des dragées et des biscuits.  Devant l'église, on tirait de l'arc.  Il y avait des jeux de boules, en face des Chantiers.  Au coin de la route de Joiselle, à côté de la Régie, dans un enclos de planches, on se ruait à un combat de coqs, deux grands coqs rouges, armés d'éperons de fer, dont la gorge ouverte saignait.  Plus loin, chez Maigrat, on gagnait des tabliers et des culottes, au billard.  Et il se faisait de longs silences, la cohue buvait, s'empiffrait sans un cri, une muette indigestion de bière et de pommes de terre frites s'élargissait, dans la grosse chaleur, que les poêles de friture, bouillant en plein air, augmentaient encore.|Zola
Lorsque Étienne arriva, Jean-Bart sortait de l'ombre, les lanternes accrochées aux tréteaux brûlaient encore, dans l'aube naissante. Au-dessus des bâtiments obscurs, un échappement s'élevait comme une aigrette blanche, délicatement teintée de carmin.  Il passa par l'escalier du criblage, pour se rendre à la recette.|Zola
--Elle a dit ça, elle a dit ça, hurla Maheu.  C'est bon! j'y vais, moi, et si elle dit qu'elle l'a dit, je lui colle ma main sur la gueule.|Zola
Ce fut l'époque où Étienne entendit les idées qui bourdonnaient dans son crâne.  Jusque-là, il n'avait eu que la révolte de l'instinct, au milieu de la sourde fermentation des camarades.  Toutes sortes de questions confuses se posaient à lui: pourquoi la misère des uns? pourquoi la richesse des autres?  pourquoi ceux-ci sous le talon de ceux-là, sans l'espoir de jamais prendre leur place? Et sa première étape fut de comprendre son ignorance.  Une honte secrète, un chagrin caché le rongèrent dès lors: il ne savait rien, il n'osait causer de ces choses qui le passionnaient, l'égalité de tous les hommes, l'équité qui voulait un partage entre eux des biens de la terre. Aussi se prit-il pour l'étude du goût sans méthode des ignorants affolés de science.  Maintenant, il était en correspondance régulière avec Pluchart, plus instruit, très lancé dans le mouvement socialiste. Il se fit envoyer des livres, dont la lecture mal digérée acheva de l'exalter: un livre de médecine surtout, _l'Hygiène du mineur, où un docteur belge avait résumé les maux dont se meurt le peuple des houillères; sans compter des traités d'économie politique d'une aridité technique incompréhensible, des brochures anarchistes qui le bouleversaient, d'anciens numéros de journaux qu'il gardait ensuite comme des arguments irréfutables, dans des discussions possibles. Souvarine, du reste, lui prêtait aussi des volumes, et l'ouvrage sur les Sociétés coopératives l'avait fait rêver pendant un mois d'une association universelle d'échange, abolissant l'argent, basant sur le travail la vie sociale entière.  La honte de son ignorance s'en allait, il lui venait un orgueil, depuis qu'il se sentait penser.|Zola
Enfin, comme ils approchaient de l'accrochage, un torrent leur barra la route.  Ils eurent tout de suite de l'eau jusqu'aux genoux; et ils ne pouvaient plus courir, ils fendaient péniblement le flot, avec la pensée qu'une minute de retard allait être la mort.|Zola
Maheu, de nouveau, s'était affaissé, au bord de la table.  Lénore et Henri, étonnés qu'on ne mangeât pas, commençaient à geindre; tandis que le vieux Bonnemort, silencieux, roulait philosophiquement la langue dans sa bouche, pour tromper sa faim.  Personne ne parla plus, tous s'engourdissaient sous cette aggravation de leurs maux, le grand-père toussant, crachant noir, repris de rhumatismes qui se tournaient en hydropisie, le père asthmatique, les genoux enflés d'eau, la mère et les petits travaillés de la scrofule et de l'anémie héréditaires.  Sans doute, le métier voulait ça; on ne s'en plaignait que lorsque le manque de nourriture achevait le monde; et déjà l'on tombait comme des mouches, dans le coron.  Il fallait pourtant trouver à souper.  Quoi faire, où aller, mon Dieu?|Zola
--Est-ce que vous croyez que vous allez me faire du bien, si vous arrêtez le travail chez moi? C'est comme si vous me tiriez un coup de fusil dans le dos, à bout portant...  Oui, mes hommes sont au fond, et ils ne remonteront pas, ou il faudra que vous m'assassiniez d'abord!|Zola
Il la tenait à la taille, il l'emmenait doucement.  Puis, lorsqu'ils furent dans l'ombre du terri, il voulut savoir si elle avait de l'argent.|Zola
--Tais-toi donc! dit le docteur Vanderhaghen, qui avait suivi pour panser Jeanlin.  Aimerais-tu mieux qu'il fût resté là-bas?|Zola
Bien que, chez elle, tout fût en ordre, et qu'elle lavât chaque samedi, elle jetait un coup d'oeil de ménagère jalouse sur cette salle si claire, où il y avait même de la coquetterie, des vases dorés sur le buffet, une glace, trois gravures encadrées.|Zola
--Vous vous trompez, monsieur le directeur.  Pas un charbonnier de Montsou n'a encore adhéré.  Mais, si on les y pousse, toutes les fosses s'enrôleront.  Ça dépend de la Compagnie.|Zola
M. Grégoire, quand il apprit que la grève avait enfin éclaté, haussa les épaules de son air placide.  Bah! ce ne serait rien, la population était honnête.  D'un hochement du menton, madame Grégoire approuvait sa confiance dans la résignation séculaire des charbonniers; tandis que Cécile, très gaie ce jour-là, belle de santé dans une toilette de drap capucine, souriait à ce mot de grève, qui lui rappelait des visites et des distributions d'aumônes dans les corons.|Zola
Et, quand sa fille eut préparé le paquet, elle ajouta qu'elle rentrerait tout de suite mettre la soupe des hommes sur le feu.  Puis, elle sortit avec Estelle dans les bras, laissant le vieux Bonnemort broyer lentement ses pommes de terre, tandis que Lénore et Henri se battaient pour manger les pelures tombées.|Zola
--Quand je vous dis qu'ils se fichent du monde! criait l'ingénieur. Et vous, nom d'un chien! vous ne surveillez donc pas?|Zola
--Tiens! c'est toi, s'écria la Pierronne en affectant une vive surprise.  Je croyais que c'était le médecin.|Zola
Mais, avant de sortir, la Levaque avisa les souliers.  Tout le coron s'agitait, une foule se bousculait déjà.  Peut-être bien qu'on les volerait.  Et puis, il n'y avait plus d'homme chez les Maheu pour les mettre.  Doucement, elle les emporta.  Ça devait être juste le pied de Bouteloup.|Zola
Déjà, sans attendre l'attaque, Chaval lançait dans le vide ses poings fermés.  Il était le plus grand, dégingandé, visant à la figure, par de furieux coups de taille, des deux bras, l'un après l'autre, comme s'il eût manoeuvré une paire de sabres.  Et il causait toujours, il posait pour la galerie, avec des bordées d'injures, qui l'excitaient.|Zola
Au Voreux, un lourd silence pesait sur le carreau.  C'était l'usine morte, ce vide et cet abandon des grands chantiers, où dort le travail.  Dans le ciel gris de décembre, le long des hautes passerelles, trois ou quatre berlines oubliées avaient la tristesse muette des choses.  En bas, entre les jambes maigres des tréteaux, le stock de charbon s'épuisait, laissant la terre nue et noire; tandis que la provision des bois pourrissait sous les averses.  A l'embarcadère du canal, il était resté une péniche à moitié chargée, comme assoupie dans l'eau trouble; et, sur le terri désert, dont les sulfures décomposés fumaient malgré la pluie, une charrette dressait mélancoliquement ses brancards.  Mais les bâtiments surtout s'engourdissaient, le criblage aux persiennes closes, le beffroi où ne montaient plus les grondements de la recette, et la chambre refroidie des générateurs, et la cheminée géante trop large pour les rares fumées.  On ne chauffait la machine d'extraction que le matin.  Les palefreniers descendaient la nourriture des chevaux, les porions travaillaient seuls au fond, redevenus ouvriers, veillant aux désastres qui endommagent les voies, dès qu'on cesse de les entretenir; puis, à partir de neuf heures, le reste du service se faisait par les échelles.  Et, au-dessus de cette mort des bâtiments ensevelis dans leur drap de poussière noire, il n'y avait toujours que l'échappement de la pompe soufflant son haleine grosse et longue, le reste de vie de la fosse, que les eaux auraient détruite, si le souffle s'était arrêté.|Zola
Dès lors, il ne fut plus possible de s'entendre.  Tous se fâchaient, les Levaque renvoyaient comme réponse aux Maheu que la Pierronne en avait dit bien d'autres sur leur compte, et qu'ils avaient vendu Catherine, et qu'ils s'étaient pourris ensemble, jusqu'aux petits, avec une saleté prise par Étienne au Volcan.|Zola
Il voulut répondre, puis il eut un haussement d'épaules désespéré: à quoi bon donner des explications, qu'elle ne comprendrait pas, dans sa douleur?  Et, souffrant trop, il s'en alla, il reprit dehors sa marche éperdue.|Zola
--Voyons, décide-toi, où veux-tu que je te mène?...  Tu me détestes donc bien, que tu refuses de te mettre avec moi?|Zola
Du reste, Maheu coupa la parole au directeur.  Maintenant, il était lancé, les mots venaient tout seuls.  Par moments, il s'écoutait avec surprise, comme si un étranger avait parlé en lui.  C'étaient des choses amassées au fond de sa poitrine, des choses qu'il ne savait même pas là, et qui sortaient, dans un gonflement de son coeur.  Il disait leur misère à tous, le travail dur, la vie de brute, la femme et les petits criant la faim à la maison.  Il cita les dernières paies désastreuses, les quinzaines dérisoires, mangées par les amendes et les chômages, rapportées aux familles en larmes.  Est-ce qu'on avait résolu de les détruire?|Zola
Et toujours le râle continuait, monotone.  On parlait à l'agonisant, on lui demandait son nom.  Le râle seul répondait.|Zola
Une autre clameur couvrit sa voix.  Catherine, à son tour, venait de paraître, éblouie dans le clair soleil, effarée de tomber au milieu de ces sauvages.  Et, les jambes cassées des cent deux échelles, les paumes saignantes, elle soufflait, lorsque la Maheude, en la voyant, s'élança, la main haute.|Zola
Et je songeais encore: mon oeil est si faible, si imparfait, qu'il ne distingue même point les corps durs, s'ils sont transparents comme le verre!... Qu'une glace sans tain barre mon chemin, il me jette dessus comme l'oiseau entré dans une chambre se casse la tête aux vitres. Mille choses en outre le trompent et l'égarent? Quoi d'étonnant, alors, à ce qu'il ne sache point apercevoir un corps nouveau que la lumière traverse.|Maupassant
J'aperçus le curé, resté dans l'ombre du couloir et qui riait de tout son coeur. A mon tour, je me mis à rire, en regardant surtout la tête de Marchas. Puis montrant des sièges à la religieuse:|Maupassant
Maman reprit: «Je vais faire chercher l'abbé Poivron et lui demander conseil. Puis j'irai trouver mon frère avec l'abbé et Roger. Vous, Paul, restez ici. Il ne faut pas vous compromettre. Une femme peut faire et doit faire ces choses-là. Mais pour un homme politique dans votre position, c'est autre chose. Un adversaire aurait beau jeu à se servir contre vous de la plus louable de vos actions.|Maupassant
Mais, direz-vous, le papillon! une fleur qui vole! J'en rêve un qui serait grand comme cent univers, avec des ailes dont je ne puis même exprimer la forme, la beauté, la couleur et le mouvement. Mais je le vois... il va d'étoile en étoile, les rafraîchissant et les embaumant au souffle harmonieux et léger de sa course!... Et les peuples de là-haut le regardent passer, extasiés et ravis!...|Maupassant
Je me demande si je suis fou. En me promenant, tantôt au grand soleil, le long de la rivière, des doutes me sont venus sur ma raison, non point des doutes vagues comme j'en avais jusqu'ici, mais des doutes précis, absolus. J'ai vu des fous; j'en ai connu qui restaient intelligents, lucides, clairvoyants même sur toutes les choses de la vie, sauf sur un point. Ils parlaient de tout avec clarté, avec souplesse, avec profondeur, et soudain leur pensée touchant l'écueil de leur folie, s'y déchirait en pièces, s'éparpillait et sombrait dans cet océan effrayant et furieux, plein de vagues bondissantes, de brouillards, de bourrasques, qu'on nomme «la démence».|Maupassant
Randel prit dans sa poche ses papiers, ses certificats, de pauvres papiers usés et sales qui s'en allaient en morceaux, et les tendit au soldat.|Maupassant
_3 juillet_.--J'ai mal dormi; certes, il y a ici une influence fiévreuse, car mon cocher souffre du même mal que moi. En rentrant hier, j'avais remarqué sa pâleur singulière. Je lui demandai:|Maupassant
Mais où? La montagne était si vaste, si rude, si périlleuse aux environs, surtout en cette saison, qu'il aurait fallu être dix ou vingt guides et marcher pendant huit jours dans tous les sens pour trouver un homme en cette immensité.|Maupassant
Je regardais ma maison, et j'attendais. Comme ce fut long! Je croyais déjà que le feu s'était éteint tout seul, ou qu'il l'avait éteint, Lui, quand une des fenêtres d'en bas creva sous la poussée de l'incendie, et une flamme, une grande flamme rouge et jaune, longue, molle, caressante, monta le long du mur blanc et le baisa jusqu'au toit. Une lueur courut dans les arbres, dans les branches, dans les feuilles, et un frisson, un frisson de peur aussi! Les oiseaux se réveillaient; un chien se mit à hurler; il me sembla que le jour se levait! Deux autres fenêtres éclatèrent aussitôt, et je vis que tout le bas de ma demeure n'était plus qu'un effrayant brasier. Mais un cri, un cri horrible, suraigu, déchirant, un cri de femme passa dans la nuit, et deux mansardes s'ouvrirent! J'avais oublié mes domestiques! Je vis leurs faces affolées, et leurs bras qui s'agitaient!...|Maupassant
--Ah! c'est le père Placide, le vieux pasteur des Moulins. Il est sourd, le pauvre, et n'a rien entendu. Ah! mon Dieu! vous avez tué ce malheureux!|Maupassant
«Il reprit: «... Et... comme moeurs...» Je n'osai pas répondre. Je fis seulement un signe de tête qui voulait dire: non. Puis, tout à coup, je compris qu'il avait un horrible soupçon, et je m'écriai, perdant l'esprit: «Oh! Monsieur... c'est pour mon mari... qui me trompe... qui me trompe en ville... et je veux... je veux qu'il me trompe chez moi... vous comprenez... pour le surprendre...»|Maupassant
«Et j'allai l'essayer devant la glace. Ma chère, je le faisais mieux qu'elle, beaucoup mieux! J'étais enchantée; et je revins me mettre à la fenêtre.|Maupassant
On n'entendait plus rien, qu'un aboiement de chien dans la campagne. La pluie avait cessé; il faisait froid, très froid. Et bientôt, je distinguai de nouveau le galop d'un cheval, d'un seul cheval qui revenait.|Maupassant
Puis, au moment de remonter dans mon coupé, j'ai voulu dire: «A la gare!» et j'ai crié,--je n'ai pas dit, j'ai crié--d'une voix si forte que les passants se sont retournés: «A la maison», et je suis tombé, affolé d'angoisse, sur le coussin de ma voiture. Il m'avait retrouvé et repris.|Maupassant
Mais la vieille n'était point morte. Elle demeurait sur le dos, en son grabat, les mains sur la couverture d'indienne violette, des mains affreusement maigres, nouées, pareilles à des bêtes étranges, à des crabes, et fermées par les rhumatismes, les fatigues, les besognes presque séculaires qu'elles avaient accomplies.|Maupassant
Ah! le vautour a mangé la colombe, le loup a mangé le mouton; le lion a dévoré le buffle aux cornes aiguës; l'homme a tué le lion avec la flèche, avec le glaive, avec la poudre; mais le Horla va faire de l'homme ce que nous avons fait du cheval et du boeuf: sa chose, son serviteur et sa nourriture, par la seule puissance de sa volonté. Malheur à nous!|Maupassant
Il était donc parti, muni de papiers et de certificats, avec sept francs dans sa poche et portant sur l'épaule, dans un mouchoir bleu attaché au bout de son bâton, une paire de souliers de rechange, une culotte et une chemise.|Maupassant
Je suis né avec tous les instincts et les sens de l'homme primitif, tempérés par des raisonnements et des émotions de civilisé. J'aime la chasse avec passion; et la bête saignante, le sang sur les plumes, le sang sur mes mains, me crispent le coeur à le faire défaillir.|Maupassant
 Depuis quarante jours, il marchait, cherchant partout du travail. Il avait quitté son pays, Ville-Avaray, dans la Manche, parce que l'ouvrage manquait. Compagnon charpentier, âgé de vingt-sept ans, bon sujet, vaillant, il était resté pendant deux mois à la charge de sa famille, lui, fils aîné, n'ayant plus qu'à croiser ses bras vigoureux, dans le chômage général. Le pain devint rare dans la maison; les deux soeurs allaient en journée, mais gagnaient peu; et lui, Jacques Randel, le plus fort, ne faisait rien parce qu'il n'avait rien à faire, et mangeait la soupe des autres.|Maupassant
Puis je disparus à mon tour et je rentrai dans la cuisine, notre quartier général, afin de prendre conseil de ma mère et de l'abbé.|Maupassant
«Et puis, il se met à regarder tout comme un commissaire-priseur; et il reprend: «Bigre, c'est gentil, chez toi, c'est très chic. Faut que tu sois rudement dans la dèche en ce moment-ci pour faire la fenêtre!»|Maupassant
«Le lendemain donc, nous avons trouvé au chemin de fer Monsieur Beaurain. Il était bien de sa personne à cette époque-là. Mais j'étais décidée à ne pas céder, et je ne cédai pas non plus.|Maupassant
--J'ai bien trouvé l'eau-de-vie sous un poirier, moi, et le champagne sous les marches du perron; et rien ne pouvait me guider encore.--Tandis que, pour toi, une jupe c'est un indice certain. Cherche, mon vieux.|Maupassant
Et la garde comprit que cela pouvait durer deux jours, quatre jours, huit jours ainsi; et une épouvante étreignit son coeur d'avare, tandis qu'une colère furieuse la soulevait contre ce finaud qui l'avait jouée et contre cette femme qui ne mourait pas.|Maupassant
«Et elle me souffle, comme si elle m'eût mis un fer rouge sous le nez: «T'es pas un homme. V'là qu'tu fuis, maintenant, que tu rends la place! Va donc, Bazaine!»|Maupassant
Je descendis en éclaireur devant une maison à sept étages et j'entrai dans un couloir sombre où j'eus beaucoup de mal à découvrir le trou obscur du portier. Cet homme me toisa avec méfiance.|Maupassant
 _Coups et blessures, ayant occasionné la mort._ Tel était le chef d'accusation qui faisait comparaître en cour d'assises le sieur Léopold Renard, tapissier.|Maupassant
--Rien du tout, François a blessé un vieux paysan, qui refusait de répondre au: «Qui vive?» et qui continuait d'avancer, malgré l'ordre de passer au large. On l'apporte, d'ailleurs. Nous verrons ce que c'est.|Maupassant
--Madame, dit Mélanie, nous n'avons pas de draps pour l'ensevelir. Tout le linge appartient à ces demoiselles.|Maupassant
--J'ai que je ne peux plus me reposer, Monsieur, ce sont mes nuits qui mangent mes jours. Depuis le départ de Monsieur, cela me tient comme un sort.|Maupassant
«Elle fit donc semblant de rentrer chez elle, mais au lieu de descendre l'escalier en sortant de chez les Grabu, elle le monta, et alla se cacher dans le foin, pour attendre son amoureux. Il l'y rejoignit bientôt, et il commençait à lui conter fleurette, quand la porte de ce grenier s'ouvrit de nouveau et le maître d'école parut et demanda:|Maupassant
--Tiens, bois un verre de Chartreuse, sans ça je finirais le carafon toute seule. Eh bien après, je me suis trouvée mal en route.|Maupassant
Je compris que je ne pouvais même les faire accompagner par un hussard, car le seul bruit du sabre les eût affolées.|Maupassant
Elle sommeillait déjà sur une chaise longue, accablée de fatigue. Le médecin lui prit le pouls, la regarda quelque temps, une main levée vers ses yeux qu'elle ferma peu à peu sous l'effort insoutenable de cette puissance magnétique.|Maupassant
Une fillette de quatorze ans, presque femme, et un garçon de treize ans, vêtu en collégien, s'avancèrent d'un air timide et gauche.|Maupassant
Quand il fut auprès, elle leva vers lui sa grosse tête, et il pensa: «Si seulement j'avais un pot, je pourrais boire un peu de lait.»|Maupassant
 Le maire allait se mettre à table pour déjeuner quand on le prévint que le garde champêtre l'attendait à la mairie avec deux prisonniers.|Maupassant
Le brigadier se retourna vers son gendarme, et, du ton colère d'un homme que la même supercherie finit par exaspérer:|Maupassant
