paragraph|author
--Vous avez du bonheur, me dit le duc, dînez ici, venez avec moi ce soir au château, votre fortune est faite. Le roi vous a nommé ce matin, en disant: «Il est jeune, capable et fidèle!» Et le roi regrettait de ne pas savoir si vous étiez mort ou vivant, en quel lieu vous avaient jeté les événements, après vous être si bien acquitté de votre mission.|Balzac
En ce moment le comte entra suivi de son fils qu'il tenait par la main. Jacques, vrai portrait de sa sœur, offrait les mêmes symptômes de faiblesse. En voyant ces deux enfants frêles aux côtés d'une mère si magnifiquement belle, il était impossible de ne pas deviner les sources du chagrin qui attendrissait les tempes de la comtesse et lui faisait taire une de ces pensées qui n'ont que Dieu pour confident, mais qui donnent au front de terribles signifiances. En me saluant, monsieur de Mortsauf me jeta le coup d'œil moins observateur que maladroitement inquiet d'un homme dont la défiance provient de son peu d'habitude à manier l'analyse. Après l'avoir mis au courant et m'avoir nommé, sa femme lui céda sa place, et nous quitta. Les enfants dont les yeux s'attachaient à ceux de leur mère, comme s'ils en tiraient leur lumière, voulurent l'accompagner, elle leur dit:--Restez, chers anges! et mit son doigt sur ses lèvres. Ils obéirent, mais leurs regards se voilèrent. Ah! pour s'entendre dire ce mot _chers_, quelles tâches n'aurait-on pas entreprises? Comme les enfants, j'eus moins chaud quand elle ne fut plus là. Mon nom changea les dispositions du comte à mon égard. De froid et sourcilleux il devint, sinon affectueux, du moins poliment empressé, me donna des marques de considération et parut heureux de me recevoir. Jadis mon père s'était dévoué pour nos maîtres à jouer un rôle grand mais obscur, dangereux mais qui pouvait être efficace. Quand tout fut perdu par l'accès de Napoléon au sommet des affaires, comme beaucoup de conspirateurs secrets, il s'était réfugié dans les douceurs de la province et de la vie privée, en acceptant des accusations aussi dures qu'imméritées; salaire inévitable des joueurs qui jouent le tout pour le tout, et succombent après avoir servi de pivot à la machine politique. Ne sachant rien de la fortune, rien des antécédents ni de l'avenir de ma famille, j'ignorais également les particularités de cette destinée perdue dont se souvenait le comte de Mortsauf. Cependant, si l'antiquité du nom, la plus précieuse qualité d'un homme à ses yeux, pouvait justifier l'accueil qui me rendit confus, je n'en appris la raison véritable que plus tard. Pour le moment, cette transition subite me mit à l'aise. Quand les deux enfants virent la conversation reprise entre nous trois, Madeleine dégagea sa tête des mains de son père, regarda la porte ouverte, se glissa dehors comme une anguille, et Jacques la suivit. Tous deux rejoignirent leur mère, car j'entendis leurs voix et leurs mouvements, semblables, dans le lointain, aux bourdonnements des abeilles autour de la ruche aimée.|Balzac
--Oh! oui, se dit Eugène, oui, la fortune à tout prix! Des trésors ne payeraient pas ce dévouement. Je voudrais leur apporter tous les bonheurs ensemble. Quinze cent cinquante francs! se dit-il après une pause. Il faut que chaque pièce porte coup! Laure a raison. Nom d'une femme! je n'ai que des chemises de grosse toile. Pour le bonheur d'un autre, une jeune fille devient rusée autant qu'un voleur. Innocente pour elle et prévoyante pour moi, elle est comme l'ange du ciel qui pardonne les fautes de la terre sans les comprendre.|Balzac
Madame Vauquer se trouva mal en entendant ces mots.--Mon Dieu! c'est à en faire une maladie; moi qui étais hier à la Gaîté avec lui, dit-elle à Sylvie.|Balzac
--Meurs sans confession! lui disait-elle; va en enfer, monstre d'ingratitude; ne sois plus à personne qu'au démon. Pour le sang que tu lui as donné, tu me dois tout le tien! Meurs, meurs, souffre mille morts, j'ai été trop bonne, je n'ai mis qu'un moment à te tuer, j'aurais voulu te faire éprouver toutes les douleurs que tu me lègues. Je vivrai, moi! je vivrai malheureuse, je suis réduite à ne plus aimer que Dieu!|Balzac
--Quel homme n'a pas ses chagrins! répondit Rastignac. Si nous étions sûrs, nous autres jeunes gens, d'être bien aimés, avec un dévouement qui nous récompensât des sacrifices que nous sommes toujours disposés à faire, nous n'aurions peut-être jamais de chagrins.|Balzac
Vautrin fit le geste d'un homme qui vise son adversaire. Rastignac voulut donner pour boire au facteur, et ne trouva rien dans sa poche. Vautrin fouilla dans la sienne, et jeta vingt sous à l'homme.|Balzac
--Infâme! non, reprit la duchesse; il va son train, voilà tout. Si je vous en parle ainsi, c'est pour montrer que je ne suis pas la dupe du monde. Je pense comme vous, dit-elle en pressant la main de la vicomtesse. Le monde est un bourbier, tâchons de rester sur les hauteurs. Elle se leva, embrassa madame de Beauséant au front en lui disant: Vous êtes bien belle en ce moment, ma chère. Vous avez les plus jolies couleurs que j'aie vues jamais. Puis elle sortit après avoir légèrement incliné la tête en regardant le cousin.|Balzac
Le valet de chambre l'introduisit dans le premier salon, où monsieur de Restaud reçut l'étudiant debout, sans le faire asseoir, devant une cheminée où il n'y avait pas de feu.|Balzac
--Adieu, dit le Portugais en s'empressant de gagner la porte quand Eugène entra dans un petit salon coquet, gris et rose, où le luxe semblait n'être que de l'élégance.|Balzac
--Et le monde se rit d'une infamie, et il y trempe! Vous ne savez donc pas que madame de Beauséant en mourra?|Balzac
--Oui, je suis sortie, Jules, répondit-elle d'une voix altérée quoique son visage fût calme. Mais ne me demande rien de plus. Attends avec confiance, sans quoi tu te créeras des remords éternels. Jules, mon Jules, la confiance est la vertu de l'amour. Je te l'avoue, en ce moment je suis trop troublée pour te répondre; mais je ne suis point une femme artificieuse, et je t'aime, tu le sais.|Balzac
--Ah! vous êtes un grand fou, dit-elle en se levant par un mouvement gracieux quoique vif. Et sans ajouter une parole, elle courut dans le salon.|Balzac
Au milieu des rires et des plaisanteries, dont ce discours comiquement débité fut le signal, Eugène put saisir le regard furtif de mademoiselle Taillefer qui se pencha sur madame Couture, à l'oreille de laquelle elle dit quelques mots.|Balzac
Le général était sorti pendant le _Te Deum_, il lui avait été impossible de l'écouter. Le jeu de la musicienne lui dénonçait une femme aimée avec ivresse, et qui s'était si profondément ensevelie au cœur de la religion et si soigneusement dérobée aux regards du monde, qu'elle avait échappé jusqu'alors à des recherches obstinées adroitement faites par des hommes qui disposaient et d'un grand pouvoir et d'une intelligence supérieure. Le soupçon réveillé dans le cœur du général fut presque justifié par le vague rappel d'un air délicieux de mélancolie, l'air de _Fleuve du Tage_, romance française dont souvent il avait entendu jouer le prélude dans un boudoir de Paris à la personne qu'il aimait, et dont cette religieuse venait alors de se servir pour exprimer, au milieu de la joie des triomphateurs, les regrets d'une exilée. Terrible sensation! Espérer la résurrection d'un amour perdu, le retrouver encore perdu, l'entrevoir mystérieusement, après cinq années pendant lesquelles la passion s'était irritée dans le vide, et agrandie par l'inutilité des tentatives faites pour la satisfaire!|Balzac
--Elle s'en ira!--Elle ne s'en ira pas!--Elle s'en ira!--Elle ne s'en ira pas! Ces mots dits alternativement, et l'hostilité des propos qui commençaient à se tenir sur elle, contraignirent mademoiselle Michonneau à partir, après quelques stipulations faites à voix basse avec l'hôtesse.|Balzac
Il est bien peu de femmes qui ne se soient trouvées, une fois dans leur vie, à propos d'un fait incontestable, en face d'une interrogation précise, aiguë, tranchante, une de ces questions impitoyablement faites par leurs maris, et dont la seule appréhension donne un léger froid, dont le premier mot entre dans le cœur comme y entrerait l'acier d'un poignard. De là cet axiome: _Toute femme ment_. Mensonge officieux, mensonge véniel, mensonge sublime, mensonge horrible; mais obligation de mentir. Puis, cette obligation admise, ne faut-il pas savoir bien mentir? les femmes mentent admirablement en France. Nos mœurs leur apprennent si bien l'imposture! Enfin, la femme est si naïvement impertinente, si jolie, si gracieuse, si vraie dans le mensonge; elle en reconnaît si bien l'utilité pour éviter, dans la vie sociale, les chocs violents auxquels le bonheur ne résisterait pas, qu'il leur est nécessaire comme la ouate où elles mettent leurs bijoux. Le mensonge devient donc pour elles le fond de la langue, et la vérité n'est plus qu'une exception; elles la disent, comme elles sont vertueuses, par caprice ou par spéculation. Puis, selon leur caractère, certaines femmes rient en mentant; celles-ci pleurent, celles-là deviennent graves; quelques-unes se fâchent. Après avoir commencé dans la vie par feindre de l'insensibilité pour les hommages qui les flattaient le plus, elles finissent souvent par se mentir à elles-mêmes. Qui n'a pas admiré leur apparence de supériorité au moment où elles tremblent pour les mystérieux trésors de leur amour? Qui n'a pas étudié leur aisance, leur facilité, leur liberté d'esprit dans les plus grands embarras de la vie? Chez elles, rien d'emprunté: la tromperie coule alors comme la neige tombe du ciel. Puis, avec quel art elles découvrent le vrai dans autrui! Avec quelle finesse elles emploient la plus droite logique, à propos de la question passionnée qui leur livre toujours quelque secret de cœur chez un homme assez naïf pour procéder près d'elles par interrogation! Questionner une femme, n'est-ce pas se livrer à elle? n'apprendra-t-elle pas tout ce qu'on veut lui cacher, et ne saura-t-elle pas se taire en parlant? Et quelques hommes ont la prétention de lutter avec la femme de Paris! avec une femme qui sait se mettre au-dessus des coups de poignards, en disant:--_Vous êtes bien curieux! que vous importe? Pourquoi voulez-vous le savoir? Ah! vous êtes jaloux! Et si je ne voulais pas vous répondre?_ enfin, avec une femme qui possède cent trente-sept mille manières de dire NON, et d'incommensurables variations pour dire OUI. Le traité du _non_ et du _oui_ n'est-il pas une des plus belles œuvres diplomatiques, philosophiques, logographiques et morales qui nous restent à faire? Mais pour accomplir cette œuvre diabolique, ne faudrait-il pas un génie androgyne? aussi, ne sera-t-elle jamais tentée. Puis, de tous les ouvrages inédits, celui-là n'est-il pas le plus connu, le mieux pratiqué par les femmes? Avez-vous jamais étudié l'allure, la pose, la _disinvoltura_ d'un mensonge? Examinez. Madame Desmarets était assise dans le coin droit de sa voiture, et son mari dans le coin gauche. Ayant su se remettre de son émotion en sortant du bal, madame Jules affectait une contenance calme. Son mari ne lui avait rien dit, et ne lui disait rien encore. Jules regardait par la portière les pans noirs des maisons silencieuses devant lesquelles il passait; mais tout à coup, comme poussé par une pensée déterminante, en tournant un coin de rue, il examina sa femme, qui semblait avoir froid, malgré la pelisse doublée de fourrure dans laquelle elle était enveloppée; il lui trouva un air pensif, et peut-être était-elle réellement pensive. De toutes les choses qui se communiquent, la réflexion et la gravité sont les plus contagieuses.|Balzac
--Mais si c'était un débauché, ma fille, il aurait porté le vin comme tous ces autres. Son ivresse fait son éloge.|Balzac
Quand Eugène eut achevé cette lettre, il était en pleurs, il pensait au père Goriot tordant son vermeil et le vendant pour aller payer la lettre de change de sa fille. «Ta mère a tordu ses bijoux! se disait-il. Ta tante a pleuré sans doute en vendant quelques-unes de ses reliques! De quel droit maudirais-tu Anastasie? tu viens d'imiter pour l'égoïsme de ton avenir ce qu'elle a fait pour son amant! Qui, d'elle ou de toi, vaut mieux?» L'étudiant se sentit les entrailles rongées par une sensation de chaleur intolérable. Il voulait renoncer au monde, il voulait ne pas prendre cet argent. Il éprouva ces nobles et beaux remords secrets dont le mérite est rarement apprécié par les hommes quand ils jugent leurs semblables, et qui font souvent absoudre par les anges du ciel le criminel condamné par les juristes de la terre. Rastignac ouvrit la lettre de sa sœur, dont les expressions innocemment gracieuses lui rafraîchirent le cœur.|Balzac
--Nous nous reverrons, dit Henri, qui songeait à l'inquiétude de ses amis et sentait la nécessité de partir.|Balzac
--Et s'ils ne t'en donnent pas? reprit Bianchon. Le plus pressé dans ce moment n'est pas de trouver de l'argent, il faut envelopper le bonhomme d'un sinapisme bouillant depuis les pieds jusqu'à la moitié des cuisses. S'il crie, il y aura de la ressource. Tu sais comment cela s'arrange. D'ailleurs, Christophe t'aidera. Moi, je passerai chez l'apothicaire répondre de tous les médicaments que nous y prendrons. Il est malheureux que le pauvre homme n'ait pas été transportable à notre hospice, il y aurait été mieux. Allons, viens que je t'installe, et ne le quitte pas que je ne sois revenu.|Balzac
--Mais quoi, Henri, dit monsieur Jules en prenant Ida et l'entraînant dans une pièce voisine pour que sa femme n'entendît plus rien.|Balzac
Le lendemain, Rastignac fut éveillé sur les deux heures après midi par Bianchon, qui, forcé de sortir, le pria de garder le père Goriot, dont l'état avait fort empiré pendant la matinée.|Balzac
--Rien de plus facile, dit l'inconnu. Je vous remettrai un flacon contenant une dose de liqueur préparée pour donner un coup de sang qui n'a pas le moindre danger et simule une apoplexie. Cette drogue peut se mêler également au vin et au café. Sur-le-champ vous transportez votre homme sur un lit, et vous le déshabillez afin de savoir s'il ne se meurt pas. Au moment où vous serez seule, vous lui donnerez une claque sur l'épaule, paf! et vous verrez reparaître les lettres.|Balzac
Paquita lui parut occupée de quelque chose qui n'était pas lui, comme une femme également contrainte et par le remords et par la passion. Peut être avait-elle dans le cœur un autre amour qu'elle oubliait et se rappelait tour à tour. En un moment, Henri fut assailli de mille pensées contradictoires. Pour lui cette fille devint un mystère; mais, en la contemplant avec la savante attention de l'homme blasé, affamé de voluptés nouvelles, comme ce roi d'Orient qui demandait qu'on lui créât un plaisir, soif horrible, dont les grandes âmes sont saisies, Henri reconnaissait dans Paquita la plus riche organisation que la nature se fût complu à composer pour l'amour. Le jeu présumé de cette machine, l'âme mise à part, eût effrayé tout autre homme que de Marsay; mais il fut fasciné par cette riche moisson de plaisirs promis, par cette constante variété dans le bonheur, le rêve de tout homme, et que toute femme aimante ambitionne aussi. Il fut affolé par l'infini rendu palpable et transporté dans les plus excessives jouissances de la créature. Il vit tout cela dans cette fille plus distinctement qu'il ne l'avait encore vu, car elle se laissait complaisamment voir, heureuse d'être admirée. L'admiration de de Marsay devint une rage secrète, et il la dévoila tout entière en lançant un regard que comprit l'Espagnole, comme si elle était habituée à en recevoir de semblables.|Balzac
--Quel âge a la sœur Thérèse? demanda l'amant qui n'osa pas questionner le prêtre sur la beauté de la religieuse.|Balzac
--Bon, je vous tiens, reprit le bonhomme en tirant un mauvais portefeuille en cuir tout usé. Je me suis fait juif, j'ai payé toutes les factures, les voici. Vous ne devez pas un centime pour tout ce qui se trouve ici. Ça ne fait pas une grosse somme, tout au plus cinq mille francs. Je vous les prête, moi! Vous ne me refuserez pas, je ne suis pas une femme. Vous m'en ferez une reconnaissance sur un chiffon de papier, et vous me les rendrez plus tard.|Balzac
--Non. L'argent volé, ayant été celui de tout le monde, n'est plus à personne. Mais le temps nous manque, répondit-elle. J'entends la Vauquer.|Balzac
Cette _Fille aux yeux d'or_ dont raffolait à cette époque toute la jeunesse élégante de Paris, il y songeait à peine! L'idée de la mort exprimée à travers les plaisirs, et dont la peur avait à plusieurs reprises rembruni le front de cette belle créature qui tenait aux houris de l'Asie par sa mère, à l'Europe par son éducation, aux Tropiques par sa naissance, lui semblait être une de ces tromperies par lesquelles toutes les femmes essaient de se rendre intéressantes.|Balzac
  La duchesse de Langeais avait reçu de la nature les qualités   nécessaires pour jouer les rôles de coquette.....|Balzac
Depuis cette conversation, le père Goriot vit dans son voisin un confident inespéré, un ami. Il s'était établi entre eux les seuls rapports par lesquels ce vieillard pouvait s'attacher à un autre homme. Les passions ne font jamais de faux calculs. Le père Goriot se voyait un peu plus près de sa fille Delphine, il s'en voyait mieux reçu, si Eugène devenait cher à la baronne. D'ailleurs il lui avait confié l'une de ses douleurs. Madame de Nucingen, à laquelle mille fois par jour il souhaitait le bonheur, n'avait pas connu les douceurs de l'amour. Certes, Eugène était, pour se servir de son expression, un des jeunes gens les plus gentils qu'il eût jamais vus, et il semblait pressentir qu'il lui donnerait tous les plaisirs dont elle avait été privée. Le bonhomme se prit donc pour son voisin d'une amitié qui alla croissant, et sans laquelle il eût été sans doute impossible de connaître le dénoûment de cette histoire.|Balzac
A ce nom, l'étudiant regarda fixement Vautrin. Le père Goriot leva brusquement la tête, il jeta sur les deux interlocuteurs un regard lumineux et plein d'inquiétude qui surprit les pensionnaires.|Balzac
--Appelez en consultation ceux de mes confrères en qui vous aurez le plus de confiance, je puis avoir tort.|Balzac
Le beau Portugais se leva, prit le bras de l'étudiant, qui en un clin d'œil se trouva auprès de madame de Nucingen.|Balzac
--Chère, dit-il avec un accent de douleur et de bonté sublime, j'ai tort. Je ne te voudrais certes pas sans religion...|Balzac
--Finaude! dit l'agent en se levant. A demain alors. Et si vous étiez pressée de me parler, venez petite rue Sainte-Anne, au bout de la cour de la Sainte-Chapelle. Il n'y a qu'une porte sous la voûte. Demandez monsieur Gondureau.|Balzac
--Eh quoi! se dit Auguste en forme de conclusion, les femmes sont donc telles que le vidame les voit? Certes, toutes celles qui dansent ici sont moins irréprochables que ne le paraît madame Jules, et madame Jules va rue Soly. La rue Soly était sa maladie, le mot seul lui crispait le cœur.|Balzac
--Te perdre, ma fille, dit Ferragus, te perdre par la curiosité d'un misérable Parisien! Je brûlerais Paris. Ah! tu sais ce qu'est un amant, mais tu ne sais pas ce qu'est un père.|Balzac
Cette lettre fut remise par le sieur Moinot, facteur, le lendemain, vers huit heures du matin, au concierge de l'hôtel San-Réal.|Balzac
--Ta marquise n'a pas pensé que les sons sortiraient par le tuyau de la cheminée, dit le chef des Dévorants avec le rire d'un critique enchanté de découvrir une faute dans une belle œuvre.|Balzac
--Pour sauver la vie de Maxime, enfin pour sauver tout mon bonheur, reprit la comtesse encouragée par ces témoignages d'une tendresse chaude et palpitante, j'ai porté chez cet usurier que vous connaissez, un homme fabriqué par l'enfer, que rien ne peut attendrir, ce monsieur Gobseck, les diamants de famille auxquels tient tant monsieur de Restaud, les siens, les miens, tout, je les ai vendus. Vendus! comprenez-vous? il a été sauvé! Mais, moi, je suis morte. Restaud a tout su.|Balzac
--Madame la duchesse, je suis au désespoir que Dieu n'ait pas inventé pour la femme une autre façon de confirmer le don de son cœur que d'y ajouter celui de sa personne. Le haut prix que vous attachez à vous-même me montre que je ne dois pas en attacher un moindre. Si vous me donnez votre âme et tous vos sentiments, comme vous me le dites, qu'importe donc le reste? D'ailleurs, si mon bonheur vous est un si pénible sacrifice, n'en parlons plus. Seulement, vous pardonnerez à un homme de cœur de se trouver humilié en se voyant pris pour un épagneul.|Balzac
La duchesse prit un air froid à ce discours antireligieux, dont elle proscrivit le mauvais goût en disant à la vicomtesse:--Monsieur arrive...|Balzac
Pour la première fois peut-être, dans un cœur d'homme, l'amour et la vengeance se mêlèrent si également qu'il était impossible à Montriveau lui-même de savoir qui de l'amour, qui de la vengeance l'emporterait. Il se trouva le soir même au bal où devait être la duchesse de Langeais, et désespéra presque d'atteindre cette femme à laquelle il fut tenté d'attribuer quelque chose de démoniaque: elle se montra pour lui gracieuse et pleine d'agréables sourires, elle ne voulait pas sans doute laisser croire au monde qu'elle s'était compromise avec monsieur de Montriveau. Une mutuelle bouderie trahit l'amour. Mais que la duchesse ne changeât rien à ses manières, alors que le marquis était sombre et chagrin, n'était-ce pas faire voir qu'Armand n'avait rien obtenu d'elle? Le monde sait bien deviner le malheur des hommes dédaignés, et ne le confond point avec les brouilles que certaines femmes ordonnent à leurs amants d'affecter dans l'espoir de cacher un mutuel amour. Et chacun se moqua de Montriveau qui, n'ayant pas consulté son cornac, resta rêveur, souffrant; tandis que monsieur de Ronquerolles lui eût prescrit peut-être de compromettre la duchesse en répondant à ses fausses amitiés par des démonstrations passionnées. Armand de Montriveau quitta le bal, ayant horreur de la nature humaine, et croyant encore à peine à de si complètes perversités.|Balzac
Goriot garda le silence pendant un moment, en paraissant faire tous ses efforts pour rassembler ses forces afin de supporter la douleur.|Balzac
La voiture s'arrêta rue d'Artois. Le bonhomme descendit le premier et jeta dix francs au cocher, avec la prodigalité d'un homme veuf qui, dans le paroxysme de son plaisir, ne prend garde à rien.|Balzac
--Mais très-bien, lui répondit de Marsay de cet air affectueux en apparence, mais qui entre les jeunes gens Parisiens, ne prouve rien, ni pour le présent ni pour l'avenir.|Balzac
--Ma chère dame, disait madame Couture à madame Vauquer, figurez-vous qu'il n'a pas même fait asseoir Victorine, qu'est restée constamment debout. A moi, il m'a dit, sans se mettre en colère, tout froidement, de nous épargner la peine de venir chez lui; que mademoiselle, sans dire sa fille, se nuisait dans son esprit en l'importunant (une fois par an, le monstre!); que la mère de Victorine ayant été épousée sans fortune, elle n'avait rien à prétendre; enfin les choses les plus dures, qui ont fait fondre en larmes cette pauvre petite. La petite s'est jetée alors aux pieds de son père, et lui a dit avec courage qu'elle n'insistait autant que pour sa mère, qu'elle obéirait à ses volontés sans murmure; mais qu'elle le suppliait de lire le testament de la pauvre défunte, elle a pris la lettre et la lui a présentée en disant les plus belles choses du monde et les mieux senties, je ne sais pas où elle les a prises, Dieu les lui dictait, car la pauvre enfant était si bien inspirée qu'en l'entendant, moi, je pleurais comme une bête. Savez-vous ce que faisait cette horreur d'homme, il se coupait les ongles, il a pris cette lettre que la pauvre madame Taillefer avait trempée de larmes, et l'a jetée sur la cheminée en disant: C'est bon! Il a voulu relever sa fille qui lui prenait les mains pour les lui baiser, mais il les a retirées. Est-ce pas une scélératesse? Son grand dadais de fils est entré sans saluer sa sœur.|Balzac
En proie à une angoisse fiévreuse, Jules décacheta la lettre; mais il tomba bientôt dans son fauteuil tout épuisé. La lettre était un non-sens continuel, et il fallait en avoir la clef pour la lire. Elle avait été écrite en chiffres.|Balzac
--Ah! ah! voilà, répondit Vautrin. Le père Goriot le savait bien, lui! pourquoi ne le saurais-je pas?|Balzac
Et, d'abord, saluez ce roi du mouvement parisien, qui s'est soumis le temps et l'espace. Oui, saluez cette créature composée de salpêtre et de gaz qui donne des enfants à la France pendant ses nuits laborieuses, et remultiplie pendant le jour son individu pour le service, la gloire et le plaisir de ses concitoyens. Cet homme résout le problème de suffire, à la fois, à une femme aimable, à son ménage, au Constitutionnel, à son bureau, à la Garde nationale, à l'Opéra, à Dieu; mais pour transformer en écus le Constitutionnel, le Bureau, l'Opéra, la Garde nationale, la femme et Dieu. Enfin, saluez un irréprochable cumulard. Levé tous les jours à cinq heures, il a franchi comme un oiseau l'espace qui sépare son domicile de la rue Montmartre. Qu'il vente ou tonne, pleuve ou neige, il est au Constitutionnel et y attend la charge de journaux dont il a soumissionné la distribution. Il reçoit ce pain politique avec avidité, le prend et le porte. A neuf heures, il est au sein de son ménage, débite un calembour à sa femme, lui dérobe un gros baiser, déguste une tasse de café ou gronde ses enfants. A dix heures moins un quart, il apparaît à la Mairie. Là, posé sur un fauteuil, comme un perroquet sur son bâton, chauffé par la ville de Paris, il inscrit jusqu'à quatre heures, sans leur donner une larme ou un sourire, les décès et les naissances de tout un arrondissement. Le bonheur, le malheur du quartier passe par le bec de sa plume, comme l'esprit du Constitutionnel voyageait naguère sur ses épaules. Rien ne lui pèse! Il va toujours droit devant lui, prend son patriotisme tout fait dans le journal, ne contredit personne, crie ou applaudit avec tout le monde, et vit en hirondelle. A deux pas de sa paroisse, il peut, en cas d'une cérémonie importante, laisser sa place à un surnuméraire, et aller chanter un _requiem_ au lutrin de l'église, dont il est, le dimanche et les jours de fête, le plus bel ornement, la voix la plus imposante, où il tord avec énergie sa large bouche en faisant tonner un joyeux _Amen_. Il est chantre. Libéré à quatre heures de son service officiel, il apparaît pour répandre la joie et la gaieté au sein de la boutique la plus célèbre qui soit en la Cité. Heureuse est sa femme, il n'a pas le temps d'être jaloux; il est plutôt homme d'action que de sentiment. Aussi, dès qu'il arrive, agace-t-il les demoiselles de comptoir, dont les yeux vifs attirent force chalands; se gaudit au sein des parures, des fichus, de la mousseline façonnée par ces habiles ouvrières; ou, plus souvent encore, avant de dîner, il sert une pratique, copie une page du journal ou porte chez l'huissier quelque effet en retard. A six heures, tous les deux jours, il est fidèle à son poste. Inamovible basse-taille des chœurs, il se trouve à l'Opéra, prêt à y devenir soldat, Arabe, prisonnier, sauvage, paysan, ombre, patte de chameau, lion, diable, génie, esclave, eunuque noir ou blanc, toujours expert à produire de la joie, de la douleur, de la pitié, de l'étonnement, à pousser d'invariables cris, à se taire, à chasser, à se battre, à représenter Rome ou l'Égypte; mais toujours _in petto_, mercier. A minuit, il redevient bon mari, homme, tendre père, il se glisse dans le lit conjugal, l'imagination encore tendue par les formes décevantes des nymphes de l'Opéra, et fait ainsi tourner, au profit de l'amour conjugal, les dépravations du monde et les voluptueux ronds de jambe de la Taglioni. Enfin, s'il dort, il dort vite, et dépêche son sommeil comme il a dépêché sa vie. N'est-ce pas le mouvement fait homme, l'espace incarné, le protée de la civilisation? Cet homme résume tout: histoire, littérature, politique, gouvernement, religion, art militaire. N'est-ce pas une encyclopédie vivante, un atlas grotesque, sans cesse en marche comme Paris et qui jamais ne repose? En lui tout est jambes. Aucune physionomie ne saurait se conserver pure en de tels travaux. Peut-être l'ouvrier qui meurt vieux à trente ans, l'estomac tanné par les doses progressives de son eau-de-vie, sera-t-il trouvé, au dire de quelques philosophes bien rentés, plus heureux que ne l'est le mercier. L'un périt d'un seul coup et l'autre en détail. De ses huit industries, de ses épaules, de son gosier, de ses mains, de sa femme et de son commerce, celui-ci retire, comme d'autant de fermes, des enfants, quelques mille francs et le plus laborieux bonheur qui ait jamais récréé cœur d'homme. Cette fortune et ces enfants, ou les enfants qui résument tout pour lui, deviennent la proie du monde supérieur, auquel il porte ses écus et sa fille, ou son fils élevé au collége, qui, plus instruit que ne l'est son père, jette plus haut ses regards ambitieux. Souvent le cadet d'un petit détaillant veut être quelque chose dans l'État.|Balzac
--Ah! ah! voilà, répondit Vautrin. Le père Goriot le savait bien, lui! pourquoi ne le saurais-je pas?|Balzac
Armand, sûr de la probité en en entendant le cri, guida la duchesse qui, fidèle à sa parole, se fit noblement aveugle; mais, en la tenant paternellement par la main pour la faire tantôt monter, tantôt descendre, Montriveau étudia les vives palpitations qui agitaient le cœur de cette femme si promptement envahie par un amour vrai. Madame de Langeais, heureuse de pouvoir lui parler ainsi, se plut à lui tout dire, mais il demeura inflexible; et quand la main de la duchesse l'interrogeait, la sienne restait muette. Enfin, après avoir cheminé pendant quelque temps ensemble, Armand lui dit d'avancer, elle avança, et s'aperçut qu'il empêchait la robe d'effleurer les parois d'une ouverture sans doute étroite. Madame de Langeais fut touchée de ce soin, il trahissait encore un peu d'amour; mais ce fut en quelque sorte l'adieu de Montriveau, car il la quitta sans lui dire un mot. En se sentant dans une chaude atmosphère, la duchesse ouvrit les yeux. Elle se vit seule devant la cheminée du boudoir de la comtesse de Sérizy. Son premier soin fut de réparer le désordre de sa toilette; elle eut promptement rajusté sa robe et rétabli la poésie de sa coiffure.|Balzac
--Ne signe pas, cria le père Goriot. Ne signe jamais cela. Ah! ah! monsieur de Restaud, vous ne savez pas ce que c'est que de rendre une femme heureuse, elle va chercher le bonheur là où il est, et vous la punissez de votre niaise impuissance?... Je suis là, moi, halte là! il me trouvera dans sa route. Nasie, sois en repos. Ah, il tient à son héritier! bon, bon. Je lui empoignerai son fils, qui, sacré tonnerre, est mon petit-fils. Je puis bien le voir, ce marmot? Je le mets dans mon village, j'en aurai soin, sois bien tranquille. Je le ferai capituler, ce monstre-là, en lui disant: A nous deux! Si tu veux avoir ton fils, rends à ma fille son bien, et laisse-la se conduire à sa guise.|Balzac
